framenumber, male_x, male_y, male_angle, female_x, female_y, female_angle
349 ,187,226,0.00288007556087 ,128,214,5.74947956893
350 ,181,226,0.112246913625 ,130,212,5.43032707626
351 ,171,224,0.137680501509 ,133,210,4.53071825083
352 ,170,226,0.142532647857 ,136,214,4.3229288352
353 ,168,226,0.175107768521 ,137,214,4.3388177869
354 ,168,227,0.120519224603 ,137,214,4.26626369143
355 ,168,227,0.120519224603 ,137,214,4.26626369143
356 ,168,227,0.120519224603 ,137,214,4.26626369143
357 ,168,227,0.120519224603 ,137,214,4.26626369143
358 ,168,227,0.120519224603 ,137,214,4.26626369143
359 ,168,227,0.120519224603 ,137,214,4.26626369143
360 ,168,227,0.120519224603 ,137,214,4.26626369143
361 ,168,227,0.120519224603 ,137,214,4.26626369143
362 ,168,227,0.120519224603 ,137,214,4.26626369143
363 ,168,227,0.120519224603 ,137,214,4.26626369143
364 ,168,227,0.120519224603 ,137,214,4.26626369143
365 ,168,227,0.120519224603 ,137,214,4.26626369143
366 ,168,227,0.120519224603 ,137,214,4.26626369143
367 ,211,217,2.48392855108 ,234,191,5.79954406794
368 ,216,216,2.00016916736 ,242,189,2.82429578499
369 ,221,212,2.67496375398 ,246,187,2.85402238855
370 ,225,211,2.69981497511 ,246,185,2.61774487243
371 ,229,205,2.01066368653 ,252,180,2.53748998035
372 ,233,201,2.03211488319 ,254,174,2.31157169481
373 ,241,195,1.72250604468 ,256,166,2.21944483006
374 ,243,195,1.77199781426 ,259,161,2.19693519332
375 ,250,188,1.71395817975 ,264,150,2.22689682085
376 ,255,182,1.79137608955 ,266,142,2.19393374419
377 ,262,170,1.6921661484 ,270,130,2.24758598725
378 ,266,161,1.62305648562 ,270,124,2.21702608058
379 ,270,151,1.44992130387 ,271,115,2.17979562118
380 ,271,144,1.51818078577 ,271,108,1.9884429029
381 ,274,132,1.4544928862 ,272,98,1.97855375353
382 ,274,126,1.33628688332 ,271,95,1.96511178083
383 ,274,124,1.15051595095 ,267,85,1.73652940209
384 ,275,119,1.18242008818 ,266,80,1.72450008654
385 ,275,119,1.18242008818 ,266,80,1.72450008654
386 ,262,85,2.03050932995 ,238,126,6.25500293758
387 ,262,87,1.96206762125 ,236,135,4.40804452891
388 ,262,86,1.9325508415 ,238,132,3.84451857698
389 ,262,85,1.98108781789 ,233,138,3.90754947471
390 ,263,88,1.90635409151 ,232,141,4.2151112911
391 ,263,85,1.30829013604 ,212,146,4.02996939739
392 ,267,85,0.579270293974 ,214,142,3.31495938055
393 ,268,86,0.146574926918 ,201,131,1.08448340435
394 ,270,89,0.118261263472 ,209,131,1.3833502661
395 ,271,92,5.50013924766 ,232,111,1.0874565574
396 ,271,93,5.48704987748 ,231,105,1.21140859664
397 ,274,93,4.77568117167 ,224,105,1.11854949575
398 ,275,98,4.76897112092 ,217,103,1.17634967879
399 ,277,109,4.62089022218 ,210,103,1.20718109473
400 ,275,115,4.80739269993 ,202,103,1.22505942776
401 ,274,113,5.03275294503 ,182,93,1.77035925446
402 ,277,120,4.76096594165 ,181,91,1.82570440244
403 ,276,131,4.85709233756 ,182,87,2.69365255351
404 ,274,135,4.90291185766 ,190,90,3.42839366454
405 ,274,140,4.85816873734 ,199,93,3.55804606695
406 ,274,140,4.87722005967 ,199,93,3.54502161132
407 ,273,140,5.14056336517 ,199,93,3.52139724192
408 ,271,140,5.27469480506 ,199,93,3.50994857871
409 ,273,146,4.95157876303 ,203,92,3.57733947062
410 ,271,150,4.97699697116 ,204,92,3.56467733806
411 ,270,161,5.05125698776 ,204,92,3.56220978615
412 ,267,164,5.09686651761 ,209,96,3.93063455399
413 ,263,167,5.33031286047 ,213,105,3.92044050597
414 ,261,166,5.64658501126 ,213,106,3.93714545022
415 ,263,175,5.2881877773 ,214,107,3.93765145083
416 ,259,179,5.23216472166 ,221,118,3.96760828467
417 ,255,183,5.27195055071 ,224,124,3.93564768843
418 ,252,189,5.27857496419 ,228,133,4.06190282939
419 ,244,195,5.63371914688 ,232,143,4.08910329149
420 ,237,201,5.60947119831 ,231,147,4.13331442875
421 ,232,208,5.71723348182 ,236,169,4.21810947786
422 ,232,208,5.71723348182 ,236,169,4.21810947786
423 ,229,208,6.15550630714 ,242,182,3.27999087701
424 ,225,212,6.07557711966 ,245,185,3.34024476352
425 ,218,218,5.7274641483 ,246,189,2.0098803177
426 ,208,223,5.77298070055 ,242,193,5.30710980316
427 ,196,227,6.11150649172 ,230,204,5.49323400385
428 ,189,226,5.97588474689 ,224,210,5.53135009747
429 ,188,228,5.9372434779 ,220,213,5.70683763277
430 ,179,230,6.15991104243 ,217,216,5.55838291359
431 ,166,229,6.08845510143 ,206,222,5.75278255447
432 ,161,230,6.15095576379 ,197,224,5.73598220247
433 ,156,229,3.14375407513 ,193,225,5.74258038381
434 ,152,229,3.20369171126 ,190,225,5.95296052254
435 ,148,227,3.37277540939 ,182,224,5.99333284625
436 ,140,228,0.065093782312 ,179,227,6.16984316856
437 ,128,226,0.100658301299 ,168,228,6.01617251523
438 ,118,223,0.45204909133 ,164,228,6.05089374426
439 ,106,214,0.549150208361 ,151,226,6.24443058752
440 ,95,209,0.449375543911 ,141,226,0.0488700712674
441 ,85,200,0.754814687755 ,128,223,0.24326871346
442 ,77,192,0.652814685899 ,118,220,0.430960184448
443 ,72,185,1.04509844763 ,105,213,0.598244517792
444 ,70,184,1.11341332328 ,103,211,0.599809923881
445 ,71,181,1.22727517779 ,100,209,0.40029148765
446 ,69,175,1.06984240995 ,97,206,0.531171341
447 ,62,169,1.14013228586 ,91,201,0.620558079301
448 ,60,162,1.403884836 ,82,196,0.54581566436
449 ,55,149,1.41184715503 ,75,188,0.956777905866
450 ,51,140,1.40073964276 ,69,178,0.792675517392
451 ,50,132,1.69760037854 ,64,170,1.10023387167
452 ,52,124,1.87932959777 ,59,161,1.25137358986
453 ,53,104,1.75964906918 ,54,150,1.41502004515
454 ,55,91,1.79674505559 ,53,139,1.50655768551
455 ,56,82,1.97865685116 ,50,128,1.65110029594
456 ,57,79,2.20128733117 ,50,119,1.6045351365
457 ,64,69,2.21255949338 ,51,103,1.81887713932
458 ,67,64,2.30088383014 ,51,98,1.69776597723
459 ,72,52,2.3292269881 ,55,88,1.89008733713
460 ,77,48,2.33446748991 ,56,81,1.83230995741
461 ,83,35,2.42314236526 ,62,72,1.67087522411
462 ,91,30,2.58655386316 ,67,65,1.9036900649
463 ,99,26,2.55653344635 ,68,62,1.90629360447
464 ,105,19,2.74658421175 ,73,56,1.979228765
465 ,118,12,2.62449085921 ,85,42,2.16650225286
466 ,130,10,2.92278640632 ,93,34,2.16343568944
467 ,107,21,5.57989512993 ,156,7,3.10132392685
468 ,115,19,2.41402956064 ,167,6,3.15361269801
469 ,136,9,2.85130569793 ,182,8,3.25710353745
470 ,144,7,3.01433536511 ,191,9,3.36176523565
471 ,158,7,2.98633901731 ,206,11,3.45289474657
